Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51
SRR1039518_pass_1 - polya	(1, 0.025662588859834697)	(2, 0.031050024309159954)	(3, 0.035974271710707856)	(4, 0.04177233486196339)	(5, 0.04507049656386739)	(6, 0.04850005913038908)	(7, 0.05146643364913341)	(8, 0.0554018895444332)	(9, 0.06304613484356728)	(10, 0.0674973391324915)	(11, 0.07173173199479653)	(12, 0.0757197482359434)	(13, 0.07928071166708277)	(14, 0.08441191543040354)	(15, 0.08856418275232252)	(16, 0.0927558703336268)	(17, 0.096894997569084)	(18, 0.10079760324822937)	(19, 0.10489402520268583)	(20, 0.10806407106158758)	(21, 0.11196667674073295)	(22, 0.1171274456985927)	(23, 0.1205274430705754)	(24, 0.12436763333902737)	(25, 0.12810270291578518)	(26, 0.1314238597689973)	(27, 0.13449535497943577)	(28, 0.1391338055004402)	(29, 0.1429772807905076)	(30, 0.14731679434450679)	(31, 0.15108799915903445)	(32, 0.15475736830348344)	(33, 0.15899833120901935)	(34, 0.16254615455369698)	(35, 0.16672470204853948)	(36, 0.17009841924759864)	(37, 0.17373822319750865)	(38, 0.17735831701772597)	(39, 0.1815532896206457)	(40, 0.18602748906087802)	(41, 0.19029473213933748)	(42, 0.19569202265350907)	(43, 0.20008409655335532)	(44, 0.2037863159139587)	(45, 0.2092066015794384)	(46, 0.21250476328134238)	(47, 0.21622669277163845)	(48, 0.21980408131085502)	(49, 0.22481373927440443)	(50, 0.23055924207981288)	(51, 0.23393624430048748)	(52, 0.23735266678054742)
SRR1039518_pass_2 - polya	(1, 0.03358277597466591)	(2, 0.03991301262762309)	(3, 0.04577677621118747)	(4, 0.05276073216561765)	(5, 0.05663377265022404)	(6, 0.060897730707068054)	(7, 0.06462623024059498)	(8, 0.06985926967399446)	(9, 0.0747408117945416)	(10, 0.08023336793556102)	(11, 0.08533172148272736)	(12, 0.0906173212619739)	(13, 0.09473016832450758)	(14, 0.10099798956677135)	(15, 0.10589595679539571)	(16, 0.11063624298647885)	(17, 0.11550793004217967)	(18, 0.11991971407171859)	(19, 0.12423623247440968)	(20, 0.12809941789416973)	(21, 0.13254076711824764)	(22, 0.13861148706358487)	(23, 0.14242868218072874)	(24, 0.1466170847404176)	(25, 0.1508810427972616)	(26, 0.15470480795763636)	(27, 0.1583084766697765)	(28, 0.16348895575732889)	(29, 0.1677069235115567)	(30, 0.17264102597795095)	(31, 0.1766586074136368)	(32, 0.18093242053532713)	(33, 0.1854427552133293)	(34, 0.18946690669224603)	(35, 0.1942269030130218)	(36, 0.1976564655795435)	(37, 0.20147366069668737)	(38, 0.20555365754306662)	(39, 0.21014283273983944)	(40, 0.21531674178416094)	(41, 0.21983693152700945)	(42, 0.22574997043480546)	(43, 0.23061837246889086)	(44, 0.23470493935850098)	(45, 0.2407198139363757)	(46, 0.24624193527193408)	(47, 0.26019999211594813)	(48, 0.2658863645322786)	(49, 0.272292156682391)	(50, 0.27892461532396884)	(51, 0.2826366897494185)	(52, 0.2865064452124095)
SRR1039519_pass_1 - polya	(1, 0.02168179969787434)	(2, 0.025547091345431167)	(3, 0.030076941907831105)	(4, 0.035194497633017456)	(5, 0.038639354048734774)	(6, 0.041835565972503985)	(7, 0.04450736405870994)	(8, 0.048544446446158185)	(9, 0.057676480514070226)	(10, 0.06227866401958233)	(11, 0.06613039324030563)	(12, 0.0696837490706912)	(13, 0.07279406562451472)	(14, 0.07806532885381444)	(15, 0.08191705807453774)	(16, 0.08631580517754686)	(17, 0.08986916100793244)	(18, 0.09344964169198508)	(19, 0.09728328767693034)	(20, 0.10044785393808797)	(21, 0.10391983520747236)	(22, 0.10802925053803278)	(23, 0.11138821158380438)	(24, 0.11478333910113207)	(25, 0.11807900882168053)	(26, 0.12155551090000942)	(27, 0.12476528525061217)	(28, 0.12914594911784325)	(29, 0.13286657487917572)	(30, 0.13623005673389185)	(31, 0.13949408079182873)	(32, 0.143124290374271)	(33, 0.1473964548268338)	(34, 0.15107187249872117)	(35, 0.15444891678027084)	(36, 0.15815145930582528)	(37, 0.16178618969721204)	(38, 0.1650050056657038)	(39, 0.16875275628070335)	(40, 0.1732057530910466)	(41, 0.17732421003949606)	(42, 0.18231066230529158)	(43, 0.18618499557073745)	(44, 0.18958916470595416)	(45, 0.19372570489018165)	(46, 0.19688575034239478)	(47, 0.20032156514022306)	(48, 0.2036534013323276)	(49, 0.20753225540671796)	(50, 0.21149248404210952)	(51, 0.2148695283236592)	(52, 0.21825561422309786)
SRR1039519_pass_2 - polya	(1, 0.02801545302913413)	(2, 0.0326854486688139)	(3, 0.03819179396322819)	(4, 0.0440778872089814)	(5, 0.04794769966548274)	(6, 0.05220630169121202)	(7, 0.055917885834655484)	(8, 0.060542673384890146)	(9, 0.06527143954084856)	(10, 0.07023528776192155)	(11, 0.07474253427959893)	(12, 0.07916840623627511)	(13, 0.08350386201406107)	(14, 0.08953462114603863)	(15, 0.09392884744010324)	(16, 0.09863048874239459)	(17, 0.10285744510551229)	(18, 0.10698042286290624)	(19, 0.11138369077485988)	(20, 0.11484210961741072)	(21, 0.11902837870002783)	(22, 0.12383399860804292)	(23, 0.1278756018044357)	(24, 0.13179062235038214)	(25, 0.13549316487593657)	(26, 0.13924995710882515)	(27, 0.14303839500432527)	(28, 0.14791182704650804)	(29, 0.15189465972662217)	(30, 0.15566049357739975)	(31, 0.15931330720456457)	(32, 0.16298872487645194)	(33, 0.1673287014631824)	(34, 0.17157826187102268)	(35, 0.17566055234791603)	(36, 0.17950323995075032)	(37, 0.1831876992405267)	(38, 0.18694901228235977)	(39, 0.19092280334458486)	(40, 0.19529894640287143)	(41, 0.20024471138816638)	(42, 0.20581886881674832)	(43, 0.21038488585070436)	(44, 0.21429086477876177)	(45, 0.21907840145099883)	(46, 0.22657842348994245)	(47, 0.25068337678207464)	(48, 0.25960745363853915)	(49, 0.2659275445429654)	(50, 0.27148813954471385)	(51, 0.2753353479564926)	(52, 0.2792548893113836)
SRR1039520_pass_1 - polya	(1, 0.02297906437559739)	(2, 0.02696009680065998)	(3, 0.03140174454763063)	(4, 0.036501414183041384)	(5, 0.04024273863445794)	(6, 0.043800756988380464)	(7, 0.0467571553300149)	(8, 0.050517280406815454)	(9, 0.054531213926300046)	(10, 0.059005762767692704)	(11, 0.06293509347294929)	(12, 0.06659181511013783)	(13, 0.0698067220508023)	(14, 0.07465258324352901)	(15, 0.0786383158249376)	(16, 0.08260524778096219)	(17, 0.08643117504660675)	(18, 0.0901677993416773)	(19, 0.09398432629462987)	(20, 0.09711933057741233)	(21, 0.1010486612826689)	(22, 0.10552791028040756)	(23, 0.10923163348105612)	(24, 0.11286955449286065)	(25, 0.11632416940717116)	(26, 0.11984928666667168)	(27, 0.12323339923579218)	(28, 0.1281168616792869)	(29, 0.13176888316012944)	(30, 0.13534570213943597)	(31, 0.13871571423951845)	(32, 0.14275314854073307)	(33, 0.1471054933171297)	(34, 0.15060710979490022)	(35, 0.1545928423763088)	(36, 0.15831536620234135)	(37, 0.16187338455626388)	(38, 0.16568521135287045)	(39, 0.16977904753023704)	(40, 0.1742018946518237)	(41, 0.1789443524049384)	(42, 0.1844153343916832)	(43, 0.18868307635385184)	(44, 0.19203428782855034)	(45, 0.19637723229225498)	(46, 0.19983654736291148)	(47, 0.20353087025086802)	(48, 0.20717349141901856)	(49, 0.21169504182387122)	(50, 0.21592988269161786)	(51, 0.21944089948208037)	(52, 0.22654753587723342)
SRR1039520_pass_2 - polya	(1, 0.028252639795810167)	(2, 0.03295279614181086)	(3, 0.03845197906663167)	(4, 0.04479719013373261)	(5, 0.04914953491012925)	(6, 0.053506579842871896)	(7, 0.05720090273082844)	(8, 0.0616707514158751)	(9, 0.06662001604821383)	(10, 0.0718700906866966)	(11, 0.07671595187942332)	(12, 0.08123750228427598)	(13, 0.08526083611645258)	(14, 0.09101852764030342)	(15, 0.09547427585631209)	(16, 0.09998172579212675)	(17, 0.10475708463966345)	(18, 0.10944314051662614)	(19, 0.11364038013360477)	(20, 0.11742400599213532)	(21, 0.12212416233813601)	(22, 0.12718153056643275)	(23, 0.13136466971437338)	(24, 0.13536920292116597)	(25, 0.13934553518988255)	(26, 0.14327486589513913)	(27, 0.14696918878309567)	(28, 0.15229446592311446)	(29, 0.1566938122629711)	(30, 0.16056204093572968)	(31, 0.16428456476176223)	(32, 0.16837840093912884)	(33, 0.17329006432069957)	(34, 0.17730869799653015)	(35, 0.18150593761350878)	(36, 0.18546346925684137)	(37, 0.18951030387074796)	(38, 0.1933221306673545)	(39, 0.19762747388029114)	(40, 0.20216312475418183)	(41, 0.20693848360171851)	(42, 0.21294058325556142)	(43, 0.2176924413213681)	(44, 0.22183327906219472)	(45, 0.22685774619606947)	(46, 0.23133229503746214)	(47, 0.24042709756697347)	(48, 0.24519305610181816)	(49, 0.25031152636261295)	(50, 0.25521848958783766)	(51, 0.2591055188859802)	(52, 0.26309595162373484)
SRR1039521_pass_1 - polya	(1, 0.0218538427936815)	(2, 0.026132648951415753)	(3, 0.030526408110402567)	(4, 0.0355885976840802)	(5, 0.03861143586516609)	(6, 0.041842892455932555)	(7, 0.044380373520618736)	(8, 0.047803418446806134)	(9, 0.051413794189849565)	(10, 0.05517744060122974)	(11, 0.05883890656705208)	(12, 0.06221937630759039)	(13, 0.0652933047114552)	(14, 0.07004895294845934)	(15, 0.07392755236109207)	(16, 0.07778486418090026)	(17, 0.08147613277667698)	(18, 0.08500561566698711)	(19, 0.08845846322312888)	(20, 0.09163031455398661)	(21, 0.0951299948143424)	(22, 0.09942157352777137)	(23, 0.10273818048983603)	(24, 0.10594834948777794)	(25, 0.10906911059585675)	(26, 0.1119855108128199)	(27, 0.11487636591839359)	(28, 0.11882308562806489)	(29, 0.12236959859263466)	(30, 0.12566066044330987)	(31, 0.12850894036323446)	(32, 0.13175316950969565)	(33, 0.13564879899658802)	(34, 0.13903778377425616)	(35, 0.14254172155317682)	(36, 0.14585407099667658)	(37, 0.14911958773596232)	(38, 0.15249579995793572)	(39, 0.15597419262546694)	(40, 0.1597761567039313)	(41, 0.16365475611656405)	(42, 0.1685040697619962)	(43, 0.17251890976870604)	(44, 0.1758738343978549)	(45, 0.18033997137244517)	(46, 0.1835160802218678)	(47, 0.1870625931864376)	(48, 0.19049415314975482)	(49, 0.1950965307184222)	(50, 0.19958821280440192)	(51, 0.20316452839892607)	(52, 0.21328890754628135)
SRR1039521_pass_2 - polya	(1, 0.028423193939337173)	(2, 0.03316181210208167)	(3, 0.0383517272327066)	(4, 0.044256905482236354)	(5, 0.04814401993199891)	(6, 0.05187360619485981)	(7, 0.055028427451457904)	(8, 0.05905604001386248)	(9, 0.06343276909858965)	(10, 0.06811603951999033)	(11, 0.07285465768273483)	(12, 0.07699296572782706)	(13, 0.08085879258476507)	(14, 0.08596781486265671)	(15, 0.09040840672585752)	(16, 0.0943891865840481)	(17, 0.09890641378141729)	(18, 0.10283610341682894)	(19, 0.10701698664757028)	(20, 0.11026973083116129)	(21, 0.1142675407636115)	(22, 0.11943616830141188)	(23, 0.12334882786256389)	(24, 0.12686979571574422)	(25, 0.13042482371744382)	(26, 0.13395856412631887)	(27, 0.13735606394111682)	(28, 0.14219260503085424)	(29, 0.1458583285152415)	(30, 0.1494985068882393)	(31, 0.15333027359665802)	(32, 0.15698322452535055)	(33, 0.1610406397177095)	(34, 0.1647744834991353)	(35, 0.16901497198978535)	(36, 0.1728467386982041)	(37, 0.1765805824796299)	(38, 0.1802718510754066)	(39, 0.18414193545090954)	(40, 0.18856549723985072)	(41, 0.1929890590287919)	(42, 0.19840036512479212)	(43, 0.2027770942095193)	(44, 0.20641301506395218)	(45, 0.21162847530596657)	(46, 0.21694185847497388)	(47, 0.2285393390457879)	(48, 0.2344956075180966)	(49, 0.2398217632427986)	(50, 0.24495633063207972)	(51, 0.2484219507439162)	(52, 0.2520195539312649)
SRR1039522_pass_1 - polya	(1, 0.0214512954823003)	(2, 0.02518705547432973)	(3, 0.029320917387488845)	(4, 0.033909752924796165)	(5, 0.037450016437699414)	(6, 0.040883645507442924)	(7, 0.04367746791822802)	(8, 0.047032898396321056)	(9, 0.050740222536841226)	(10, 0.05481721274698181)	(11, 0.05862761684922305)	(12, 0.062047027993211934)	(13, 0.06503279240168455)	(14, 0.06987755060257524)	(15, 0.07352444855863823)	(16, 0.07760143876877881)	(17, 0.08111682091161146)	(18, 0.08493077949529136)	(19, 0.08841772578661473)	(20, 0.0914674708609832)	(21, 0.09529209288897908)	(22, 0.09960723335550974)	(23, 0.10321503201574748)	(24, 0.10687970237900377)	(25, 0.11016404322832364)	(26, 0.11357989989087386)	(27, 0.11692111244321227)	(28, 0.12150994798051959)	(29, 0.1251390735293893)	(30, 0.12839853300863857)	(31, 0.13166510145076515)	(32, 0.13534398973977607)	(33, 0.13944586131998726)	(34, 0.14317451234913936)	(35, 0.14683918271239563)	(36, 0.1504221000025628)	(37, 0.15400146281129126)	(38, 0.15751329047268525)	(39, 0.1610535539855885)	(40, 0.16556774541268401)	(41, 0.16990421276784662)	(42, 0.17507598326109383)	(43, 0.17922761758144623)	(44, 0.1830024768693009)	(45, 0.1871896560040399)	(46, 0.190513096149185)	(47, 0.19420264788251188)	(48, 0.1980059430218758)	(49, 0.20231397452552916)	(50, 0.20647627229019752)	(51, 0.21005563509892602)	(52, 0.21896316558420267)
SRR1039522_pass_2 - polya	(1, 0.028905043059165872)	(2, 0.03352942341085977)	(3, 0.03849503398066483)	(4, 0.043983153321952594)	(5, 0.04828763034416728)	(6, 0.052080262039215244)	(7, 0.05541436562867633)	(8, 0.05975438746527761)	(9, 0.06422237063367056)	(10, 0.06903869298305199)	(11, 0.07363463748323662)	(12, 0.07789290624674876)	(13, 0.08177795445920182)	(14, 0.08768550261025122)	(15, 0.09222102092597867)	(16, 0.09689516401781378)	(17, 0.10142357337066392)	(18, 0.10561786146828021)	(19, 0.10990812056474028)	(20, 0.11370075225978823)	(21, 0.11801944720775756)	(22, 0.12308458325784503)	(23, 0.12724332654107476)	(24, 0.1312065733451783)	(25, 0.1352231373708617)	(26, 0.13917927521208792)	(27, 0.14293280761131064)	(28, 0.14796950780988885)	(29, 0.15176569398637546)	(30, 0.1552561947591375)	(31, 0.15905593541706278)	(32, 0.16310804425713274)	(33, 0.16808076378981512)	(34, 0.1722110712215356)	(35, 0.17655109305813685)	(36, 0.18032950682743018)	(37, 0.1845557852579944)	(38, 0.18815292047391616)	(39, 0.19217303898103824)	(40, 0.19691116273876919)	(41, 0.20193364501159278)	(42, 0.20768835046077988)	(43, 0.21241581077419486)	(44, 0.21656033613166994)	(45, 0.2210851910030814)	(46, 0.22654487449285993)	(47, 0.24000925018249597)	(48, 0.24455187746110074)	(49, 0.24938597221767544)	(50, 0.25415608630835435)	(51, 0.2580304710764914)	(52, 0.2619510641033311)
SRR1039523_pass_1 - polya	(1, 0.024202931889213273)	(2, 0.028630650397443204)	(3, 0.03318055721599466)	(4, 0.038383206850211085)	(5, 0.04187843562177676)	(6, 0.04522253674636582)	(7, 0.048052160774864246)	(8, 0.051962186705152985)	(9, 0.056087649919429675)	(10, 0.060672927038337356)	(11, 0.06481768314371744)	(12, 0.06845439311670803)	(13, 0.07175347749538916)	(14, 0.0768210768918818)	(15, 0.08057675969334335)	(16, 0.08496267693751593)	(17, 0.0891460188251028)	(18, 0.09288240873546096)	(19, 0.09643551618033683)	(20, 0.0994998703839266)	(21, 0.10316873517542287)	(22, 0.1075675143469977)	(23, 0.1113746448580683)	(24, 0.11478627110151926)	(25, 0.11816574252646454)	(26, 0.12141016371368604)	(27, 0.12456455140909167)	(28, 0.12890223642550575)	(29, 0.1327157979002775)	(30, 0.13638144720992318)	(31, 0.13960336002419071)	(32, 0.14319183776942282)	(33, 0.14744913573957272)	(34, 0.1508671929467248)	(35, 0.1550215954976566)	(36, 0.1586100732428887)	(37, 0.16234967863509742)	(38, 0.16591243252552498)	(39, 0.16941730774264235)	(40, 0.1740926183533659)	(41, 0.17816984933988408)	(42, 0.1835268421029277)	(43, 0.1878709580830429)	(44, 0.1914401429371716)	(45, 0.1964177088418484)	(46, 0.1999483079137703)	(47, 0.2037007752333813)	(48, 0.20734070068822244)	(49, 0.21189703847047503)	(50, 0.2164437298071759)	(51, 0.21975246063140874)	(52, 0.2265017570357476)
SRR1039523_pass_2 - polya	(1, 0.03160175562736656)	(2, 0.03683334459823808)	(3, 0.04214853609722434)	(4, 0.04829010643180616)	(5, 0.052219425253198296)	(6, 0.05624199304825686)	(7, 0.05979831597498329)	(8, 0.06462153875083289)	(9, 0.06924218617009681)	(10, 0.07455737766908306)	(11, 0.07920696442500207)	(12, 0.08367969967913992)	(13, 0.08765081976458942)	(14, 0.09343868709560894)	(15, 0.09812364415188418)	(16, 0.10274107608929753)	(17, 0.1075482214558943)	(18, 0.11174764075273401)	(19, 0.11587631944886126)	(20, 0.11933939340192128)	(21, 0.12351630432580703)	(22, 0.12866429076856384)	(23, 0.13251965350739295)	(24, 0.13647148070173903)	(25, 0.14047154012384364)	(26, 0.14405037142352403)	(27, 0.1477481755516754)	(28, 0.15294760970404125)	(29, 0.1569733929809504)	(30, 0.16079660090127385)	(31, 0.1646744720130569)	(32, 0.16851375734263319)	(33, 0.17320514536260956)	(34, 0.17738527176834587)	(35, 0.181870868949886)	(36, 0.18568121494280718)	(37, 0.18988706520334803)	(38, 0.19373921246032658)	(39, 0.19800615687602818)	(40, 0.20288082736148685)	(41, 0.20762044760922171)	(42, 0.21345654716799972)	(43, 0.21804503976875797)	(44, 0.22195185021719616)	(45, 0.22726382623433183)	(46, 0.23205489419167577)	(47, 0.24055341272272276)	(48, 0.24508402665017082)	(49, 0.25046352778616837)	(50, 0.2556533154929826)	(51, 0.2591260358915943)	(52, 0.2629138735115615)
